geneID,GSM1563547_phoB_1.rpg.txt,GSM1563548_phoB_2.rpg.txt,GSM1563549_PA14_54510_1.rpg.txt,GSM1563550_PA14_54510_2.rpg.txt,GSM1563551_PA14_WT_1.rpg.txt,GSM1563552_PA14_WT_2.rpg.txt
"PA14_07730,ksgA",37,39,37,62,46,52
"PA14_07740,pdxA",52,66,49,38,44,45
"PA14_07760,surA",705,747,515,703,594,830
"PA14_07770,ostA",1851,1907,1401,2128,1048,2104
PA14_07780,194,192,108,165,188,180
PA14_07790,41,77,31,58,53,62
"PA14_07800,djlA",50,63,32,48,52,79
PA14_07810,56,99,54,46,62,63
PA14_07820,106,119,45,87,79,126
"PA14_07840,uhpA",43,71,40,52,37,58
PA14_07850,71,43,29,42,43,44
PA14_07860,33,68,50,45,46,45
PA14_07870,72,123,90,97,70,78
PA14_07890,22,55,21,39,30,22
PA14_07900,15,43,19,21,15,25
"PA14_07910,rpe",60,62,62,84,50,71
"PA14_07930,gph",180,396,134,225,193,187
"PA14_07940,trpE",152,163,132,206,161,275
"PA14_07950,prtN",75,118,41,58,36,84
"PA14_07960,prtR",105,172,102,131,78,177
PA14_07970,17,35,14,22,36,21
PA14_07980,75,145,62,93,62,97
"PA14_07990,hol",78,136,47,44,64,93
PA14_08000,126,226,79,111,130,166
"PA14_08010,gpV",37,54,22,40,35,46
"PA14_08020,gpW",70,108,53,68,59,103
PA14_08030,297,362,136,241,248,336
"PA14_08040,gpI",218,219,126,168,254,235
PA14_08050,823,1095,599,743,544,1036
PA14_08060,144,199,119,129,80,202
"PA14_08070,gpFI",715,1130,671,763,492,999
"PA14_08090,gpFII",324,554,280,349,198,525
PA14_08100,300,382,174,305,181,405
PA14_08110,45,45,30,37,27,74
PA14_08120,516,641,280,540,539,665
"PA14_08130,gpU",134,156,89,153,122,145
"PA14_08140,XR2",25,31,20,23,29,14
"PA14_08150,gpD",177,164,103,180,164,195
"PA14_08160,lys",57,63,28,40,38,72
PA14_08180,31,37,19,17,29,34
PA14_08190,23,28,10,20,20,29
PA14_08200,57,202,38,61,60,62
PA14_08210,458,590,317,407,373,584
PA14_08220,128,197,53,74,74,130
PA14_08230,83,166,55,103,48,87
PA14_08240,581,703,390,566,466,595
PA14_08250,91,114,59,89,74,110
PA14_08260,172,178,93,137,110,175
PA14_08270,174,146,70,136,113,164
PA14_08280,99,125,53,71,83,159
"PA14_08300,JF1",557,678,361,566,438,826
PA14_08310,393,505,301,444,192,581
PA14_08320,100,139,88,92,95,123
PA14_08330,149,146,104,103,141,121
"PA14_08340,trpG",69,62,66,89,80,81
"PA14_08350,trpD",147,142,142,223,169,291
"PA14_08360,trpC",128,89,97,133,121,179
"PA14_08370,vfr",148,173,126,166,206,194
PA14_08380,36,34,25,34,30,37
"PA14_08390,speD",79,95,56,99,43,105
PA14_08400,143,199,113,177,121,162
PA14_08420,52,74,52,74,21,85
PA14_08430,77,95,67,123,124,121
PA14_08440,59,62,56,55,84,64
PA14_08450,80,94,78,84,103,124
PA14_08460,101,137,74,101,71,119
PA14_08470,52,61,44,48,61,57
"PA14_08480,argC",106,80,72,109,76,116
PA14_08490,89,108,59,97,77,87
PA14_08500,66,68,37,58,51,66
"PA14_08510,yadR",173,299,108,142,104,188
"PA14_08520,anmK",138,200,112,146,147,184
PA14_08540,932,1215,705,1097,665,1116
"PA14_08560,tyrZ",385,337,293,382,262,538
"PA14_08570,16S-rRNA",101175,38073,96217,44117,67233,43531
PA14_08580,29,28,22,17,32,22
PA14_08590,199,197,228,95,181,160
"PA14_08600,23S-rRNA",711813,212893,713162,271328,639544,261727
"PA14_08610,5S-rRNA",6083,3711,8264,3184,9799,4412
"PA14_08620,birA",105,118,75,107,132,155
PA14_08630,76,127,79,114,63,96
PA14_08640,123,171,79,163,93,129
PA14_08650,449,511,620,339,345,416
PA14_08660,119,93,64,66,96,65
PA14_08670,89,101,72,53,78,40
"PA14_08680,tufB",5191,4613,3743,5005,3630,6663
PA14_08690,72,59,36,83,87,97
"PA14_08695,secE",1293,731,685,1176,789,1351
"PA14_08710,nusG",1075,1055,667,1128,1264,1503
"PA14_08720,rplK",1447,1135,995,1718,1576,1873
"PA14_08730,rplA",1690,1173,1088,1842,2675,2418
"PA14_08740,rplJ",1668,1143,1036,1852,1774,2209
"PA14_08750,rplL",1808,1305,1093,1711,2019,2626
"PA14_08760,rpoB",8097,5748,6153,9453,7244,12655
"PA14_08780,rpoC",9813,7517,7284,11166,9514,15476
"PA14_08790,rpsL",1925,1390,1213,1977,972,2734
"PA14_08810,rpsG",2276,1790,1619,2635,2225,2880
"PA14_08820,fusA1",12270,10222,9107,12892,13368,15792
"PA14_08830,tufA",6158,5146,4875,6185,4845,7928
"PA14_08840,rpsJ",1540,1161,892,1263,607,1917
"PA14_08850,rplC",1649,1464,1064,1538,1342,2254
"PA14_08860,rplD",2360,2078,1445,2321,2405,3333
"PA14_08870,rplW",1209,836,777,1149,497,1678
"PA14_08880,rplB",3459,2564,2065,3363,1627,4845
"PA14_08890,rpsS",1884,1348,986,1673,1284,1888
"PA14_08900,rplV",1229,803,666,1061,851,1247
"PA14_08910,rpsC",2567,2153,1648,2504,2055,3280
"PA14_08920,rplP",1653,1095,857,1383,1897,2128
"PA14_08930,rpmC",1196,842,819,1328,1020,1888
"PA14_08940,rpsQ",444,344,277,368,144,604
"PA14_08950,rplN",1226,926,771,1206,579,1646
"PA14_08960,rplX",1155,901,647,1060,1086,1702
"PA14_08970,rplE",2828,2531,1639,2538,2477,3837
"PA14_08980,rpsN",748,979,435,617,570,1125
"PA14_08990,rpsH",1105,708,743,1079,1182,1395
"PA14_09000,rplF",1509,1230,1040,1547,978,2129
"PA14_09010,rplR",1136,908,638,1102,851,1581
"PA14_09020,rpsE",1825,1652,1186,1893,945,2543
"PA14_09030,rpmD",1078,825,750,1121,776,1483
"PA14_09040,rplO",1646,1543,1044,1625,1908,2170
"PA14_09050,secY",3774,3628,2437,4107,2473,5518
"PA14_09070,rpmJ",75,66,49,53,55,114
"PA14_09080,rpsM",2001,1381,1565,2389,1256,3200
"PA14_09090,rpsK",1149,941,848,1374,1090,1598
"PA14_09100,rpsD",2257,1496,1526,2482,1453,3628
"PA14_09115,rpoA",3160,2211,2202,3209,2428,4755
"PA14_09130,rplQ",560,532,392,584,428,843
"PA14_09150,katA",1458,1905,1901,2181,1294,1659
"PA14_09160,bfrA",92,128,112,125,98,102
"PA14_09180,uvrA",242,216,209,303,231,315
"PA14_09195,yajR",104,112,72,113,70,142
"PA14_09200,ssb",99,87,95,107,75,146
"PA14_09210,pchA",1,8,4,9,2,3
"PA14_09220,pchB",1,2,0,0,1,0
"PA14_09230,pchC",0,0,0,1,2,2
"PA14_09240,pchD",3,2,1,6,2,2
"PA14_09260,pchR",7,14,5,8,0,5
"PA14_09270,pchE",8,6,3,3,7,4
"PA14_09280,pchF",13,7,5,14,8,6
"PA14_09290,pchG",1,0,0,1,1,0
"PA14_09300,pchH",2,1,2,3,8,1
"PA14_09320,pchI",2,2,0,4,1,2
"PA14_09340,fptA",4,13,5,15,6,19
"PA14_09350,fptB",2,0,0,0,1,1
PA14_09370,2,1,3,1,0,0
PA14_09380,4,5,0,1,1,1
"PA14_09400,phzS",792,864,789,1021,903,1334
"PA14_09410,phzG1",349,261,286,454,298,522
"PA14_09420,phzF1",507,320,411,795,494,756
"PA14_09440,phzE1",1889,1240,1689,2930,1990,2604
"PA14_09450,phzD1",401,229,357,623,399,421
"PA14_09460,phzC1",565,335,461,647,500,697
"PA14_09470,phzB1",999,1022,954,1177,667,1436
"PA14_09480,phzA1",716,462,663,935,346,1097
"PA14_09490,phzM",169,198,143,238,270,335
"PA14_09500,opmD",260,236,258,342,241,328
"PA14_09520,mexI",1524,1237,1140,2276,1682,2084
"PA14_09530,mexH",874,694,549,1199,973,1058
"PA14_09540,mexG",416,556,322,558,470,578
PA14_09550,43,71,41,38,51,48
PA14_09570,12,3,2,11,8,8
PA14_09580,23,15,18,16,14,11
"PA14_09600,ddlA",97,68,80,81,71,97
PA14_09610,18,24,24,22,17,19
PA14_09630,102,145,96,129,78,107
PA14_09660,44,90,48,54,46,38
PA14_09680,27,35,24,27,32,28
PA14_09690,14,6,14,17,11,8
"PA14_09700,pqsL",59,69,58,80,60,71
"PA14_09710,aldH",3,8,5,10,2,6
"PA14_09730,dapA",2,2,0,2,1,1
"PA14_09740,yaaU",11,12,4,9,10,11
PA14_09750,26,30,19,22,16,30
PA14_09760,12,11,13,15,6,18
PA14_09770,23,22,18,35,19,25
PA14_09780,6,8,10,7,10,13
PA14_09790,16,17,13,31,16,23
PA14_09810,2,2,3,3,2,3
PA14_09820,198,232,186,216,171,182
"PA14_09850,opdN",0,4,1,3,1,0
PA14_09870,4,7,6,4,1,3
PA14_09880,3,3,4,2,8,3
"PA14_09890,ppiC2",22,39,19,25,32,24
"PA14_09900,prpL",506,591,664,786,489,772
"PA14_09910,lysR",15,16,13,23,6,13
PA14_09920,5,2,4,5,5,1
PA14_09930,4,7,6,13,7,10
"PA14_09940,pfpI",31,30,34,25,23,31
PA14_09950,14,12,6,8,12,14
PA14_09960,9,7,1,2,1,7
"PA14_09970,fpvB",17,20,2,17,7,8
"PA14_09980,dkgB",2,0,1,4,2,0
PA14_09990,8,0,4,4,4,1
PA14_10010,10,12,6,5,7,11
PA14_10020,4,12,4,11,13,12
PA14_10040,78,71,63,84,86,83
PA14_10050,3,0,0,1,1,0
PA14_10070,2,2,2,0,3,3
PA14_10080,0,5,2,3,3,1
PA14_10090,20,17,16,24,23,19
PA14_10110,5,5,2,3,2,2
PA14_10120,14,20,11,10,4,23
PA14_10130,15,12,14,16,12,16
"PA14_10140,fepG",1,0,0,0,1,0
"PA14_10160,fepD",1,0,0,0,0,0
"PA14_10170,fepB",1,1,0,0,0,1
"PA14_10180,fepC",0,2,1,1,1,0
PA14_10190,15,12,6,6,6,10
PA14_10200,4,8,2,9,7,2
PA14_10210,3,7,5,3,3,4
"PA14_10220,ygiM",17,16,8,8,11,23
"PA14_10230,adh",7,13,9,18,4,15
"PA14_10240,acoC",7,9,6,5,1,8
"PA14_10250,acoB",2,5,3,2,3,7
"PA14_10260,acoA",0,3,2,0,2,1
"PA14_10270,acoX",0,0,1,0,0,2
PA14_10280,1,1,0,0,2,2
"PA14_10290,acoR",47,56,32,62,39,49
PA14_10300,2,4,0,6,0,3
PA14_10320,33,43,20,32,28,38
"PA14_10330,ompK",52,60,39,60,64,38
"PA14_10340,cvaB",155,206,116,156,156,149
PA14_10350,177,251,106,184,192,157
PA14_10360,2607,3217,2460,2906,3754,3436
"PA14_10370,choS",264,335,206,172,307,226
PA14_10380,1112,1820,1091,1131,877,1472
PA14_10400,1,3,1,2,3,3
PA14_10410,0,1,0,0,0,0
"PA14_10420,tyrS",20,13,11,9,15,12
"PA14_10440,opdL",2,5,0,3,2,4
"PA14_10470,bcr",9,7,10,12,6,11
PA14_10480,11,19,20,34,12,26
PA14_10490,246,235,149,258,221,281
"PA14_10500,ccoN",2059,2511,1593,2415,1608,2301
PA14_10530,647,744,521,832,566,900
"PA14_10540,fixG",1007,1007,869,1218,884,1343
"PA14_10550,cysI",1033,989,771,1324,901,1369
PA14_10560,330,257,258,363,306,423
"PA14_10570,hpcH",2,1,5,1,4,4
"PA14_10590,hpcG",1,2,2,2,3,0
"PA14_10600,hpaX",9,10,6,10,13,16
"PA14_10610,hpcD",6,6,4,6,4,4
"PA14_10620,hpcB",8,11,6,7,4,10
"PA14_10630,hpcC",11,8,8,12,13,8
"PA14_10640,hpaG2",2,7,5,10,5,7
"PA14_10650,hpaG1",3,6,0,4,2,5
"PA14_10660,hpaA",12,30,11,13,8,12
"PA14_10670,aph",10,9,5,10,3,6
PA14_10680,32,46,22,41,17,19
PA14_10700,447,527,335,548,398,425
PA14_10710,90,104,84,131,85,127
PA14_10730,151,117,118,166,128,145
PA14_10740,20,43,18,20,18,16
"PA14_10750,sotB",28,27,21,16,29,16
PA14_10770,194,207,139,189,156,180
PA14_10780,22,24,7,13,16,11
"PA14_10790,ampC",18,25,8,11,9,12
"PA14_10800,ampR",27,36,12,27,27,25
PA14_10820,68,149,55,82,63,78
PA14_10830,35,63,26,27,37,50
PA14_10840,8,7,11,19,12,13
PA14_10850,6,11,3,8,3,3
PA14_10870,2,5,1,0,4,2
PA14_10890,0,1,0,0,0,0
"PA14_10900,ydjL",0,0,1,0,0,0
"PA14_10910,phlE",7,8,3,4,3,3
"PA14_10920,dad",0,1,0,1,0,0
PA14_10940,28,29,24,39,28,44
PA14_10950,2,1,1,1,1,1
PA14_10960,2,4,3,4,4,1
PA14_10970,3,3,0,8,2,3
PA14_10980,12,7,3,11,9,12
"PA14_10990,hpaC",0,1,0,2,1,0
"PA14_11000,hpaA",15,12,6,12,6,11
PA14_11010,3,3,1,1,3,1
"PA14_11020,fabG",1,1,0,0,0,1
PA14_11030,0,2,1,4,3,2
"PA14_11050,moaF",0,2,1,0,1,7
"PA14_11060,cupB1",6,6,11,10,5,8
"PA14_11070,cupB2",5,9,3,8,6,4
"PA14_11080,cupB3",4,11,7,10,6,8
"PA14_11090,cupB4",0,0,0,0,3,2
"PA14_11100,cupB5",15,16,14,32,17,22
"PA14_11110,cupB6",4,4,5,7,5,3
"PA14_11120,rcsB",44,24,41,36,23,47
PA14_11130,103,91,69,122,68,106
PA14_11140,400,460,259,555,237,358
PA14_11150,5,4,1,2,8,8
PA14_11160,11,11,5,10,15,12
PA14_11170,51,33,30,46,56,48
PA14_11180,7,10,7,3,7,6
"PA14_11190,styD",7,7,1,4,5,10
PA14_11210,3,2,5,2,4,4
PA14_11230,0,1,0,1,0,2
PA14_11240,7,7,10,3,4,15
PA14_11250,82,84,58,95,75,99
PA14_11260,82,66,64,100,59,121
"PA14_11270,oprG",1656,2022,1216,1752,717,2123
PA14_11280,23,45,20,32,21,34
PA14_11290,21,40,28,35,25,27
PA14_11310,9,9,8,9,3,14
PA14_11320,10,11,8,17,14,9
PA14_11330,3,5,4,6,6,5
"PA14_11340,trx-1",161,167,140,201,180,160
PA14_11350,18,19,17,17,16,21
PA14_11370,10,4,7,15,13,6
"PA14_11380,nrdR",31,47,26,32,25,31
"PA14_11400,ribD",64,55,42,52,50,39
"PA14_11410,ribC",52,44,35,29,13,38
"PA14_11420,ribB",65,72,37,57,59,71
"PA14_11430,ribH",88,143,68,115,70,85
"PA14_11450,nusB",67,96,41,74,54,72
"PA14_11460,thiL",25,28,13,18,12,20
"PA14_11470,pgpA",43,62,30,47,51,63
PA14_11480,24,27,25,34,30,25
PA14_11490,35,62,32,43,26,52
"PA14_11510,ribA",91,98,49,78,41,91
PA14_11520,54,42,40,51,71,59
PA14_11530,12,20,12,21,19,15
"PA14_11550,dxs",224,328,157,229,190,249
"PA14_11560,ispA",29,45,24,27,29,31
"PA14_11570,xseB",11,14,11,25,12,21
PA14_11580,36,43,21,50,42,29
PA14_11590,6,3,5,8,4,5
PA14_11600,3,7,2,6,1,8
PA14_11610,0,2,0,1,2,1
PA14_11620,9,5,4,6,6,6
PA14_11630,33,38,25,43,47,31
PA14_11650,66,67,52,53,47,66
"PA14_11660,aqpZ",10,14,13,14,10,21
PA14_11670,2,3,1,3,3,2
PA14_11680,87,120,51,85,88,117
"PA14_11690,ppa",184,192,164,198,117,262
PA14_11700,41,53,34,41,30,25
PA14_11720,80,143,59,78,77,65
PA14_11730,7,5,5,6,6,4
PA14_11740,28,55,17,29,35,26
PA14_11750,94,139,63,87,55,96
"PA14_11760,eutC",16,14,21,17,19,24
"PA14_11770,eutB",28,37,39,48,29,32
PA14_11790,15,8,8,20,7,15
PA14_11810,24,32,39,30,19,32
PA14_11830,105,98,70,121,98,70
"PA14_11845,mpl",69,87,50,84,60,80
PA14_11860,49,73,25,40,46,43
PA14_11880,3,3,5,2,3,3
PA14_11890,95,138,78,99,85,100
PA14_11900,88,106,99,75,59,92
PA14_11910,42,73,35,48,69,58
PA14_11920,21,26,11,17,18,18
PA14_11930,38,38,53,60,54,54
PA14_11940,21,43,17,27,19,34
PA14_11960,68,57,38,35,40,48
PA14_11970,33,37,21,35,22,26
PA14_11980,17,8,11,19,6,10
PA14_11990,10,21,10,9,11,13
"PA14_12010,proA",239,222,172,250,223,266
"PA14_12020,nadD",91,53,71,79,42,93
PA14_12030,53,43,47,40,32,70
PA14_12050,45,44,41,67,55,64
"PA14_12060,pbpA",102,61,72,118,75,140
"PA14_12070,rodA",123,170,117,174,64,176
"PA14_12080,sltB1",208,197,152,240,129,311
PA14_12090,295,363,235,310,213,370
"PA14_12100,dacC",609,858,523,754,505,761
PA14_12110,215,255,161,246,191,281
"PA14_12120,lipB",332,348,238,338,360,475
"PA14_12130,lis",472,605,357,509,388,660
PA14_12140,40,46,30,38,39,40
PA14_12150,4,6,2,8,6,5
PA14_12160,70,98,57,75,76,74
PA14_12170,1,0,0,1,0,0
PA14_12180,3,2,0,0,2,2
"PA14_12200,holA",83,79,51,90,88,94
PA14_12210,136,139,85,122,117,142
"PA14_12230,leuS",630,695,544,713,516,847
PA14_12260,183,178,113,144,140,170
PA14_12270,19,20,13,22,27,37
"PA14_12280,lnt",123,142,88,122,116,143
PA14_12300,120,125,117,154,121,216
PA14_12310,190,254,166,231,295,296
PA14_12330,194,302,161,222,180,214
"PA14_12350,orf2",160,209,128,202,207,188
PA14_12360,13,15,5,19,9,17
PA14_12370,227,384,170,277,228,246
"PA14_12390,hemL",135,155,111,147,162,160
"PA14_12400,thiE",14,24,15,19,26,21
"PA14_12410,thiD",50,59,41,48,43,43
PA14_12440,52,36,28,48,42,52
PA14_12450,165,129,79,166,121,151
PA14_12470,20,12,4,9,11,19
PA14_12490,76,82,61,94,66,99
PA14_12530,23,55,20,17,15,30
PA14_12540,19,15,14,12,13,15
PA14_12550,12,13,3,11,9,15
PA14_12560,64,103,43,88,37,79
PA14_12570,75,77,37,62,37,57
PA14_12590,6,2,4,1,0,3
"PA14_12610,cepA",18,29,27,14,22,16
PA14_12620,65,91,65,78,42,52
PA14_12630,25,41,32,48,44,43
PA14_12640,1,3,0,2,0,1
PA14_12650,2,3,1,0,1,0
PA14_12670,48,48,34,66,28,55
PA14_12680,39,38,33,38,38,34
PA14_12690,12,16,9,10,9,8
PA14_12700,23,36,21,27,35,30
PA14_12710,6,9,10,9,5,7
PA14_12730,7,5,4,3,1,1
PA14_12740,45,73,50,67,32,83
PA14_12750,53,60,28,50,51,48
PA14_12760,56,83,49,66,80,63
PA14_12770,25,25,16,18,14,24
PA14_12780,92,102,73,83,71,84
PA14_12810,22,22,19,31,25,26
PA14_12820,34,46,26,48,22,55
PA14_12840,147,165,105,172,166,158
PA14_12850,39,37,25,37,57,57
PA14_12860,40,39,36,30,35,39
"PA14_12870,tesB",48,54,34,67,55,37
PA14_12890,9,14,9,10,10,8
PA14_12900,231,308,226,263,255,315
PA14_12910,1,1,0,0,1,3
PA14_12920,21,48,10,19,26,39
PA14_12940,25,35,15,11,21,32
PA14_12960,22,14,10,12,25,14
"PA14_12970,tauD",36,31,16,19,45,42
PA14_12980,95,91,79,146,108,115
PA14_12990,45,35,30,46,43,57
PA14_13000,24,21,16,23,21,26
PA14_13010,105,114,68,71,94,111
"PA14_13030,cioA",832,680,686,1323,913,1245
"PA14_13040,cioB",623,584,464,953,609,1119
PA14_13050,14,21,11,25,17,24
PA14_13060,19,24,13,9,14,14
PA14_13070,9,12,5,3,6,8
PA14_13090,54,52,49,48,52,39
PA14_13110,102,156,119,168,94,154
PA14_13130,130,240,269,502,176,299
PA14_13140,110,143,182,389,72,225
PA14_13150,74,117,110,110,166,109
PA14_13170,19,12,18,25,19,9
PA14_13190,381,567,438,417,277,429
PA14_13200,21,16,13,20,31,22
PA14_13210,4,9,4,6,7,1
PA14_13220,10,12,19,14,16,9
"PA14_13230,moaC",44,34,30,57,32,51
"PA14_13240,moaD",19,35,23,17,27,36
"PA14_13250,moaE",17,25,15,16,10,12
"PA14_13260,moaB1",4,5,0,4,5,2
"PA14_13280,moeA1",3,1,0,0,2,5
PA14_13290,20,7,12,15,19,25
PA14_13300,13,9,12,23,23,13
PA14_13320,3,1,7,4,3,6
PA14_13330,6,14,436,552,161,279
PA14_13340,19,24,414,534,191,360
PA14_13350,231,273,148,259,229,342
PA14_13360,108,153,86,150,140,223
PA14_13370,139,127,98,192,102,215
PA14_13380,141,162,94,155,112,233
PA14_13390,36,39,29,33,55,30
"PA14_13410,prfC",139,133,133,183,100,206
PA14_13420,29,49,27,40,41,41
"PA14_13430,fecA",2,3,7,3,0,4
"PA14_13450,fecR",1,1,0,0,1,2
"PA14_13460,fecI",0,0,1,1,0,0
PA14_13470,51,57,46,45,34,42
PA14_13490,32,43,29,51,39,30
PA14_13500,15,21,10,17,23,19
PA14_13510,27,38,10,34,15,30
PA14_13520,9,7,3,10,2,6
PA14_13530,9,9,5,9,6,10
PA14_13560,7,3,5,7,3,4
PA14_13580,114,113,110,109,158,143
PA14_13590,51,50,48,46,70,57
PA14_13600,44,48,43,56,45,72
PA14_13610,33,39,26,37,62,46
"PA14_13620,nhaP",84,69,65,93,90,89
PA14_13630,7,9,5,3,7,9
PA14_13650,40,29,19,34,31,27
"PA14_13660,tpbA",5,6,1,7,1,2
PA14_13670,5,2,3,4,4,1
PA14_13680,19,15,6,12,10,12
PA14_13690,18,28,17,25,30,21
PA14_13710,28,36,26,35,45,35
PA14_13720,22,17,12,18,27,16
"PA14_13730,narL",86,139,71,81,108,112
"PA14_13740,narX",94,85,72,103,79,93
"PA14_13750,narK1",10,11,6,1,7,9
"PA14_13770,narK2",6,5,7,5,6,9
"PA14_13780,narG",32,29,28,34,22,29
"PA14_13800,narH",26,27,23,30,18,24
"PA14_13810,narJ",7,3,4,5,5,1
"PA14_13830,narI",6,8,5,13,13,9
PA14_13840,7,8,2,8,2,5
"PA14_13850,moaA",3,5,2,5,5,2
PA14_13860,4,1,4,5,4,2
PA14_13870,6,15,5,10,7,7
PA14_13880,7,15,5,11,14,6
PA14_13890,18,25,9,9,10,20
PA14_13920,5,1,0,2,1,0
PA14_13940,171,212,136,171,82,193
PA14_13950,139,175,105,123,24,134
PA14_13960,2,1,3,4,1,1
PA14_13970,26,15,16,15,6,26
PA14_13990,46,57,27,55,51,51
PA14_14000,20,29,14,17,18,30
PA14_14010,3,13,12,11,9,14
PA14_14020,7,10,6,21,11,15
"PA14_14040,rhl",338,409,247,336,266,397
PA14_14060,16,10,11,17,14,16
"PA14_14080,estB",49,35,39,47,52,64
"PA14_14100,yhdW",124,99,95,166,55,173
"PA14_14110,pcs",119,143,110,150,121,172
PA14_14130,15,13,12,25,19,18
PA14_14140,75,121,68,75,45,91
PA14_14150,18,18,5,15,11,15
PA14_14160,25,28,24,27,25,21
PA14_14170,27,55,27,48,29,49
PA14_14200,37,51,38,27,38,44
PA14_14210,85,71,40,66,60,98
PA14_14220,89,116,76,129,89,91
PA14_14230,169,193,157,159,135,209
PA14_14250,23,39,24,35,31,39
PA14_14270,34,44,44,49,38,55
PA14_14280,4,8,5,2,7,4
PA14_14290,22,17,11,17,13,22
PA14_14300,1,6,2,3,1,5
PA14_14310,90,123,58,125,38,103
PA14_14320,10,8,11,14,20,14
PA14_14330,13,10,22,17,11,12
"PA14_14340,ybiN",11,7,7,7,13,14
PA14_14360,88,137,51,62,84,101
PA14_14370,5,17,15,17,25,34
PA14_14380,29,28,28,53,40,35
PA14_14390,130,125,83,138,97,154
PA14_14400,4,5,2,3,3,3
PA14_14420,11,9,5,8,4,8
PA14_14430,39,41,18,40,42,44
"PA14_14440,valS",388,326,300,410,391,479
PA14_14450,26,17,13,24,45,25
"PA14_14460,holC",96,110,103,104,74,91
"PA14_14470,pepA",297,296,249,383,245,393
PA14_14480,10,12,9,7,11,15
PA14_14490,21,12,7,17,5,15
"PA14_14500,yjgP",226,188,165,272,144,256
"PA14_14510,yjgQ",204,198,164,235,153,267
PA14_14520,25,25,14,23,22,19
PA14_14530,84,84,56,85,71,94
PA14_14540,945,1456,670,594,1417,1001
PA14_14550,841,1003,592,689,368,994
PA14_14560,0,1,0,0,1,0
PA14_14570,30,16,32,7,36,19
"PA14_14590,queA",53,51,38,45,40,42
"PA14_14600,tgt",63,71,49,62,55,81
"PA14_14610,yajC",161,119,132,150,88,184
"PA14_14630,secD",409,437,353,523,405,706
"PA14_14650,secF",244,251,188,272,320,339
"PA14_14660,ycfJ",474,507,305,376,353,513
"PA14_14680,suhB",71,73,44,70,58,72
PA14_14690,98,97,56,111,90,118
"PA14_14700,cysE",70,99,49,81,49,90
PA14_14710,111,135,61,99,107,102
"PA14_14730,iscS",699,912,401,804,410,724
"PA14_14740,iscU",304,459,216,363,257,361
"PA14_14750,icsA",221,291,127,238,112,252
"PA14_14770,hscB",155,147,71,148,98,120
"PA14_14780,hscA",427,374,208,414,332,434
"PA14_14800,fdx2",160,199,100,225,92,162
PA14_14810,36,31,17,29,24,45
"PA14_14820,ndk",571,715,454,744,460,767
PA14_14830,774,762,523,741,441,1074
"PA14_14850,pilF",427,473,296,451,370,506
PA14_14860,300,350,216,291,221,363
"PA14_14880,ispG",498,596,410,547,469,622
"PA14_14890,hisS",539,604,417,625,478,773
PA14_14900,225,280,200,286,307,342
PA14_14910,358,354,313,360,469,517
"PA14_14930,engA",446,424,363,545,287,614
"PA14_14940,ybdL",112,118,95,105,88,129
"PA14_14960,yafV",290,315,199,259,231,308
PA14_14975,109,119,83,98,123,136
"PA14_14990,mocA",127,176,115,147,92,155
PA14_15000,18,24,22,22,14,16
PA14_15020,23,25,20,28,34,32
"PA14_15030,leuA",1357,1336,973,1342,1062,1477
PA14_15050,1456,748,1594,2794,2326,1312
"PA14_15070,oprC",952,623,842,1364,942,1436
PA14_15080,170,109,132,242,208,250
PA14_15090,14,18,14,13,30,12
PA14_15100,44,77,31,63,31,58
PA14_15110,357,341,393,692,588,304
PA14_15120,434,381,432,632,365,536
PA14_15130,413,250,273,453,364,427
PA14_15140,3,3,2,3,5,1
PA14_15150,44,32,47,54,28,35
PA14_15160,5,4,2,2,3,3
PA14_15180,8,10,5,9,17,11
PA14_15190,5,3,2,2,1,2
PA14_15200,25,25,17,20,16,15
PA14_15210,23,15,14,20,15,10
"PA14_15230,xseA",57,66,34,59,55,52
PA14_15240,4,5,2,3,5,3
PA14_15250,4,2,1,2,0,2
PA14_15260,0,1,1,1,3,0
PA14_15270,0,1,0,0,0,0
PA14_15280,2,4,6,10,2,4
PA14_15290,12,18,14,13,5,23
"PA14_15310,guaB",555,597,395,608,527,606
"PA14_15340,guaA",372,429,255,308,279,366
PA14_15350,1,1,245,358,191,471
PA14_15360,1,0,195,275,184,306
PA14_15370,0,0,2,0,0,0
"PA14_15380,repA",0,0,4,7,5,11
"PA14_15400,repC",0,0,33,48,30,127
"PA14_15430,tnpR",0,0,20,25,7,21
PA14_15435,2,0,79,138,71,114
"PA14_15445,merE",0,0,16,27,17,19
"PA14_15450,merD",0,0,10,11,9,12
"PA14_15460,merA",0,0,93,169,88,155
"PA14_15470,merP",1,0,19,40,20,29
"PA14_15475,merT",1,0,23,36,37,12
"PA14_15480,merR",0,0,57,108,84,120
PA14_15490,0,0,4,19,12,12
"PA14_15500,traK",0,0,10,15,9,24
"PA14_15510,traJ",0,0,17,41,4,25
"PA14_15520,trbJ",0,0,12,12,6,21
"PA14_15530,trbK",1,0,22,25,45,40
"PA14_15540,trbL",0,1,30,55,70,54
PA14_15560,0,0,7,17,8,13
PA14_15570,0,0,17,45,32,33
PA14_15580,0,1,598,867,556,1102
PA14_15590,0,4,530,742,373,765
PA14_15600,0,0,245,369,190,366
PA14_15610,3,1,549,702,496,837
PA14_15620,3,7,3,5,2,2
PA14_15630,55,42,17,36,25,36
PA14_15650,39,56,26,38,36,26
