geneID,GSM1563547_phoB_1.rpg.txt,GSM1563548_phoB_2.rpg.txt,GSM1563549_PA14_54510_1.rpg.txt,GSM1563550_PA14_54510_2.rpg.txt,GSM1563551_PA14_WT_1.rpg.txt,GSM1563552_PA14_WT_2.rpg.txt
PA14_36450,36,55,33,37,48,26
PA14_36460,52,83,42,36,27,55
PA14_36470,33,53,21,32,26,34
PA14_36480,21,30,29,26,26,19
PA14_36490,20,13,18,14,15,30
PA14_36500,113,110,146,159,92,126
PA14_36520,209,250,206,265,135,278
PA14_36530,48,56,64,53,60,65
PA14_36540,17,19,14,19,14,8
PA14_36550,36,24,21,23,26,36
PA14_36560,134,202,163,185,63,199
"PA14_36570,glgA",62,92,85,91,70,87
"PA14_36580,glgB",66,82,67,60,74,80
"PA14_36590,malQ",30,15,30,26,39,25
PA14_36605,44,46,70,39,53,60
PA14_36620,6,2,7,3,6,5
"PA14_36630,glgX",114,142,117,114,107,113
PA14_36650,151,183,139,229,78,197
PA14_36660,29,49,47,49,39,52
PA14_36670,14,18,23,23,32,32
PA14_36680,8,16,18,21,18,12
"PA14_36690,ybhO",14,15,18,16,9,19
PA14_36700,18,11,10,5,7,12
"PA14_36710,glgB",75,113,90,95,77,89
PA14_36730,162,201,185,188,119,169
PA14_36740,106,192,121,140,99,130
PA14_36760,27,53,18,21,16,27
PA14_36770,10,14,14,8,5,17
PA14_36780,13,16,16,22,19,9
PA14_36790,12,15,2,6,6,12
"PA14_36810,katE",176,253,232,210,173,192
PA14_36820,62,104,34,86,26,43
PA14_36830,21,25,21,18,6,17
"PA14_36840,glgP",109,128,125,121,78,114
PA14_36850,17,11,9,15,15,10
PA14_36860,2,5,4,1,3,2
PA14_36870,20,44,27,30,22,23
PA14_36880,8,15,12,6,17,7
PA14_36890,0,2,2,0,4,0
PA14_36900,4,7,2,5,6,1
"PA14_36910,ligD",28,23,9,19,19,22
PA14_36920,8,9,2,15,8,18
PA14_36930,3,3,1,3,5,2
PA14_36940,7,13,6,11,6,9
PA14_36960,16,13,15,10,15,9
PA14_36980,26,35,20,40,33,36
PA14_36990,1,5,0,0,1,2
"PA14_37000,cupA5",0,1,0,0,0,0
"PA14_37010,cupA4",1,2,0,1,0,1
"PA14_37030,cupA3",0,1,4,0,1,5
"PA14_37040,cupA2",4,0,0,3,1,0
"PA14_37060,cupA1",13,14,8,12,8,15
PA14_37070,68,59,40,68,87,77
PA14_37080,15,17,18,25,19,29
"PA14_37090,gbsA",2,3,3,5,4,5
PA14_37100,6,3,1,5,2,2
PA14_37120,15,17,11,10,4,10
PA14_37130,8,13,16,6,11,3
PA14_37140,4,5,8,15,9,7
PA14_37150,3,8,6,9,5,3
PA14_37170,10,11,12,13,9,16
"PA14_37190,ada",21,34,13,16,14,18
PA14_37200,14,27,16,18,8,16
PA14_37210,3,10,4,1,3,5
PA14_37220,5,11,7,3,7,8
PA14_37250,6,1,1,3,1,4
"PA14_37260,opdO",2,2,1,0,1,0
PA14_37270,0,3,0,0,0,0
PA14_37290,0,2,0,1,1,0
PA14_37310,0,1,1,0,1,1
PA14_37320,1,1,1,1,1,0
PA14_37340,21,24,13,18,12,23
PA14_37350,5,5,5,1,0,1
PA14_37360,1,2,0,0,3,1
PA14_37370,0,0,0,0,2,0
PA14_37380,1,6,4,7,5,1
PA14_37400,6,7,10,15,5,11
PA14_37410,16,14,5,9,4,9
PA14_37420,2,4,1,2,7,6
PA14_37430,11,15,6,8,18,13
PA14_37440,3,4,2,2,4,1
PA14_37460,8,12,8,4,12,6
PA14_37470,4,11,4,8,12,14
PA14_37490,20,28,8,19,16,29
PA14_37510,9,8,6,8,15,19
PA14_37520,10,8,4,3,13,11
PA14_37530,5,11,10,7,9,26
PA14_37550,7,12,4,3,10,8
"PA14_37560,asnB",21,24,14,21,32,36
PA14_37570,34,36,23,36,30,42
"PA14_37580,lrp",23,19,14,17,10,30
"PA14_37590,kynB",20,21,11,22,23,17
PA14_37610,19,22,35,38,30,45
PA14_37630,9,14,9,17,21,12
PA14_37640,2,0,2,0,2,3
PA14_37650,1,1,3,3,1,1
PA14_37660,21,18,20,38,41,40
PA14_37670,79,74,134,95,111,86
PA14_37680,64,70,52,93,96,61
PA14_37690,192,293,202,240,194,183
"PA14_37710,fusA2",385,482,338,428,315,408
PA14_37730,14,11,6,12,7,10
PA14_37745,730,645,675,1080,629,994
PA14_37760,211,179,224,277,209,251
PA14_37770,74,70,63,122,84,111
PA14_37780,67,93,66,114,98,88
"PA14_37790,pcoA",9,20,8,8,10,8
"PA14_37810,pcoB",3,5,3,13,2,8
PA14_37820,31,20,19,25,28,27
"PA14_37830,iscS",34,40,31,22,66,66
PA14_37840,6,10,6,5,7,6
"PA14_37850,yejE",1,1,2,1,4,2
PA14_37870,2,3,1,0,0,2
PA14_37880,8,4,1,4,6,3
PA14_37900,6,9,6,10,6,11
PA14_37910,8,15,10,13,22,16
PA14_37915,0,2,3,1,1,1
"PA14_37940,cynR",7,5,6,9,5,7
"PA14_37950,cynT",2,3,0,2,0,2
"PA14_37965,cynS",17,16,5,18,7,10
PA14_37980,1,2,1,1,2,7
PA14_37990,2,1,2,0,2,5
PA14_38000,6,13,3,9,7,6
PA14_38010,37,33,30,33,32,29
PA14_38020,9,4,3,3,8,7
PA14_38040,28,77,30,28,41,27
PA14_38050,7,11,8,7,1,4
PA14_38060,5,11,5,4,8,2
PA14_38080,49,106,55,75,54,67
PA14_38090,30,24,20,28,15,33
"PA14_38110,ygjU",114,100,78,143,103,102
"PA14_38130,ycjJ",8,17,8,9,12,14
PA14_38140,49,90,57,67,63,54
"PA14_38160,azlC",4,8,2,7,1,7
PA14_38170,4,5,1,2,0,4
PA14_38180,137,133,98,130,59,145
PA14_38190,12,8,12,5,4,7
"PA14_38200,ilvG",23,31,15,19,16,28
PA14_38210,9,11,5,5,5,3
PA14_38220,15,14,5,8,13,11
"PA14_38250,yjiR",102,168,72,109,48,111
PA14_38260,48,67,20,36,21,25
PA14_38270,29,65,30,20,13,21
PA14_38290,3,6,2,9,1,6
"PA14_38300,grp",21,24,8,24,15,14
PA14_38310,56,76,25,48,70,37
"PA14_38320,yfeH",34,61,19,27,35,37
"PA14_38330,gor",273,298,225,269,156,292
PA14_38340,18,31,15,19,17,23
"PA14_38350,galU",455,622,494,623,312,658
"PA14_38360,ugd",26,43,73,95,12,42
PA14_38370,6,10,4,8,8,2
"PA14_38380,amrR",41,49,27,39,38,33
PA14_38395,1,4,7,3,3,4
"PA14_38410,amrB",13,13,12,21,14,36
PA14_38420,12,17,23,32,14,22
"PA14_38430,gnyR",47,102,28,46,13,58
"PA14_38440,gnyD",60,77,50,74,66,77
"PA14_38460,gnyB",18,30,23,41,26,30
"PA14_38470,gnyH",11,10,6,15,13,9
"PA14_38480,gnyA",45,52,32,54,68,61
"PA14_38490,gnyL",35,39,28,36,23,33
PA14_38500,12,10,13,26,13,15
"PA14_38510,hmgA",104,89,101,91,74,75
"PA14_38530,fahA",80,77,90,86,67,65
"PA14_38550,maiA",37,34,53,33,28,36
"PA14_38560,pcaK",17,16,23,13,27,18
PA14_38570,24,40,34,32,32,29
PA14_38580,5,1,1,10,11,5
"PA14_38590,bdhA",8,7,3,12,4,3
PA14_38610,7,18,13,19,11,15
"PA14_38630,atoB",41,39,23,63,30,40
"PA14_38640,scoB",21,10,19,41,14,17
"PA14_38660,scoA",81,21,34,105,32,66
PA14_38680,18,30,18,22,21,15
"PA14_38690,acsA",46,45,34,70,61,35
"PA14_38700,ppiC1",33,41,20,40,40,36
PA14_38710,15,22,14,27,5,12
PA14_38720,40,82,32,52,27,31
"PA14_38730,yhhS",7,10,5,7,6,8
PA14_38740,10,11,7,12,17,14
PA14_38750,12,33,10,28,13,13
PA14_38770,12,15,4,15,9,14
"PA14_38780,pqqE",39,54,30,36,43,33
"PA14_38790,pqqD",19,28,12,16,11,12
"PA14_38800,pqqC",21,37,34,43,9,47
"PA14_38820,pqqB",24,32,27,35,28,21
"PA14_38825,pqqA",25,45,25,26,34,23
"PA14_38840,exaC",10,21,24,21,9,17
"PA14_38850,exaB",1,1,2,0,1,0
"PA14_38860,exaA",7,6,4,4,1,4
PA14_38880,1,1,0,0,0,0
"PA14_38900,exaE",3,3,0,0,2,2
"PA14_38910,exaD",2,0,2,1,0,5
PA14_38920,0,4,1,0,1,1
"PA14_38930,glpR",2,6,9,12,3,4
PA14_38950,0,2,0,0,1,1
PA14_38970,11,8,7,10,1,7
PA14_38990,2,6,4,6,0,5
PA14_39000,0,2,1,2,0,2
"PA14_39010,pqqF",7,13,11,13,18,14
PA14_39020,6,6,5,5,2,8
"PA14_39050,braZ",38,28,40,62,53,51
PA14_39060,4,1,0,2,0,1
PA14_39070,12,8,7,6,5,8
PA14_39080,18,16,11,19,11,20
PA14_39090,35,47,26,35,28,40
PA14_39100,4,5,0,4,1,4
PA14_39110,8,20,7,17,8,12
"PA14_39130,ybiT",79,56,53,59,57,78
PA14_39140,17,25,11,21,8,18
"PA14_39150,acpD",5,7,1,9,1,4
PA14_39160,20,25,19,29,27,28
PA14_39180,13,14,9,10,12,9
"PA14_39190,bacA",26,30,28,27,30,24
PA14_39200,17,15,11,17,14,9
"PA14_39210,nadR",7,7,9,7,7,5
PA14_39220,0,1,0,0,0,0
PA14_39230,2,0,0,0,0,0
PA14_39240,2,2,2,0,0,0
PA14_39250,0,1,1,1,2,2
PA14_39260,0,1,0,0,0,0
PA14_39270,29,43,26,32,32,51
"PA14_39280,rbsK",14,18,16,26,16,28
"PA14_39300,rbsR",39,30,43,48,26,43
"PA14_39320,rbsC",37,30,30,37,32,35
"PA14_39330,rbsA",10,15,19,28,16,18
"PA14_39350,rbsB",55,53,64,99,73,70
PA14_39360,29,44,23,38,27,32
PA14_39390,124,168,109,167,87,182
PA14_39410,20,52,29,30,22,30
PA14_39420,58,63,44,61,36,49
PA14_39440,87,119,79,111,88,66
PA14_39460,85,138,69,95,104,92
PA14_39470,293,247,263,318,169,343
PA14_39480,532,478,516,660,268,728
PA14_39500,8,21,11,8,5,13
PA14_39520,34,53,39,34,39,45
PA14_39530,18,30,25,14,16,17
PA14_39540,39,45,24,49,10,15
PA14_39560,98,220,69,90,62,73
PA14_39570,2,3,2,6,1,2
"PA14_39580,rimJ",3,10,4,7,4,5
"PA14_39590,metE",151,127,150,276,123,277
PA14_39610,39,29,31,41,43,53
PA14_39620,0,0,0,0,1,0
PA14_39630,0,2,1,0,1,1
"PA14_39640,cobN",1,4,0,0,2,4
"PA14_39650,cirA",1,1,1,2,1,1
PA14_39660,7,10,10,4,8,5
PA14_39670,0,1,0,0,0,0
"PA14_39690,nrdD",18,52,22,42,27,33
PA14_39700,5,3,5,3,3,4
"PA14_39710,nrdG",8,4,3,7,2,5
PA14_39720,7,3,4,4,4,3
PA14_39730,0,0,0,0,0,0
PA14_39750,3,5,1,1,0,3
PA14_39770,72,80,52,65,68,65
"PA14_39780,hvn",87,157,128,167,46,151
PA14_39790,66,96,45,80,78,96
PA14_39800,6,7,6,2,4,5
PA14_39810,1,2,1,1,0,1
"PA14_39820,ufrA",5,3,5,4,0,4
PA14_39830,3,12,6,5,14,10
PA14_39850,0,1,0,2,1,1
PA14_39860,0,3,1,1,3,0
"PA14_39870,apaH",4,7,3,7,7,8
"PA14_39880,phzG2",367,198,339,458,313,519
"PA14_39890,phzF2",467,333,414,720,492,738
"PA14_39910,phzE2",1592,926,1207,2283,1540,2124
"PA14_39925,phzD2",354,223,289,586,337,413
"PA14_39945,phzC2",871,364,741,1304,681,1039
"PA14_39960,phzB2",5678,2221,4558,8873,2581,6772
"PA14_39970,phzA2",2188,879,2021,4094,423,3155
"PA14_39980,qscR",12,25,14,26,13,25
PA14_39990,46,44,43,62,46,76
PA14_40010,44,52,32,73,47,88
PA14_40020,61,80,52,64,81,96
PA14_40030,48,38,30,47,26,60
PA14_40040,39,17,20,30,19,46
PA14_40050,6,11,8,16,9,6
PA14_40060,0,0,0,1,2,0
PA14_40070,22,29,18,38,13,29
PA14_40080,47,48,40,53,46,39
PA14_40100,193,158,150,273,75,168
PA14_40110,61,77,47,93,30,67
"PA14_40120,polB",35,89,34,49,37,58
PA14_40130,4,4,5,12,3,9
PA14_40150,7,0,2,4,0,3
"PA14_40160,nuoA",3,2,1,2,0,1
"PA14_40170,sugE",3,6,1,0,1,0
PA14_40180,26,41,31,39,27,22
PA14_40200,115,119,80,111,89,136
PA14_40210,5,5,2,2,3,0
PA14_40220,10,11,12,13,8,10
PA14_40230,27,31,34,53,12,54
PA14_40240,28,31,29,45,31,44
"PA14_40250,opmL",30,28,52,59,44,73
PA14_40260,143,190,218,352,127,400
PA14_40270,6,3,25,49,26,25
PA14_40280,51,66,42,64,21,47
"PA14_40290,lasA",1554,3200,1545,1391,883,1344
PA14_40300,43,63,31,41,25,43
PA14_40310,461,1101,329,481,362,386
"PA14_40320,xqhA",5,7,3,10,5,8
PA14_40330,0,0,1,0,0,0
PA14_40340,12,17,5,18,7,11
PA14_40350,35,56,24,49,34,44
PA14_40370,65,94,53,97,68,90
PA14_40380,160,150,116,140,91,124
"PA14_40390,modA",153,228,146,164,112,202
"PA14_40410,modB",99,119,81,140,131,125
"PA14_40420,modC",101,138,92,118,84,138
PA14_40430,100,153,79,117,71,100
PA14_40440,19,16,15,17,20,22
"PA14_40450,str",16,14,10,10,5,10
PA14_40470,104,157,86,124,130,114
"PA14_40490,yedI",45,48,34,42,40,40
"PA14_40510,ccoN-2",65,89,64,106,61,70
PA14_40520,2,1,1,1,1,1
PA14_40540,2,3,1,5,2,4
PA14_40550,43,39,24,39,9,36
PA14_40560,49,66,25,54,32,41
PA14_40570,38,56,31,38,53,61
PA14_40600,15,21,18,18,8,20
PA14_40610,1,0,0,1,0,1
PA14_40620,18,17,7,27,10,13
"PA14_40630,yhgI",236,347,124,232,94,229
"PA14_40640,cti",153,143,102,149,120,199
PA14_40650,2,5,1,2,3,2
PA14_40660,4,2,1,1,2,1
"PA14_40670,metH",402,355,354,529,420,655
PA14_40690,60,46,38,63,109,106
PA14_40700,40,60,32,31,32,51
PA14_40710,28,40,23,41,10,28
PA14_40730,23,17,3,15,14,15
PA14_40740,42,43,27,41,47,62
PA14_40750,38,64,32,59,34,47
"PA14_40770,cysI",294,343,220,224,248,362
PA14_40780,33,35,19,29,50,40
PA14_40790,14,18,11,19,14,17
PA14_40800,6,8,6,9,4,6
PA14_40820,18,19,14,25,12,15
"PA14_40830,yhfP",247,270,183,272,291,290
"PA14_40840,sohB",300,336,199,338,158,354
"PA14_40850,gpmA",192,289,197,314,125,159
PA14_40860,124,121,95,137,128,134
PA14_40880,72,104,46,91,70,69
PA14_40890,87,157,101,125,108,108
PA14_40900,3,6,0,1,6,8
PA14_40910,17,31,9,22,10,9
PA14_40930,45,39,18,48,33,28
PA14_40940,3,6,1,8,0,2
"PA14_40950,nudC",144,113,105,143,106,198
"PA14_40960,fimL",383,340,298,474,284,434
PA14_40980,277,298,205,325,222,392
"PA14_41000,nhaB",41,52,34,52,30,53
PA14_41010,54,77,51,61,54,83
"PA14_41020,adi",159,298,169,192,137,214
PA14_41030,36,26,19,21,24,42
"PA14_41050,dnaQ",125,92,82,129,93,142
"PA14_41060,rnhA",117,146,94,199,118,189
PA14_41070,104,111,82,117,78,107
PA14_41080,61,69,64,72,45,75
"PA14_41090,mltD",282,466,260,391,232,316
PA14_41110,86,120,84,108,62,107
PA14_41130,202,259,191,237,109,231
PA14_41140,92,99,111,97,125,106
PA14_41150,69,104,60,62,133,88
PA14_41160,117,152,61,85,154,110
"PA14_41170,fabI",63,65,54,66,66,80
"PA14_41190,ppiD",801,774,604,886,912,987
PA14_41200,153,90,95,61,182,102
"PA14_41210,hupB",3048,2595,2099,3160,2084,4716
"PA14_41220,lon",2237,2434,1739,2348,1781,2868
"PA14_41230,clpX",3825,3898,2994,4219,2125,4433
"PA14_41240,clpP",985,968,781,1105,372,1333
"PA14_41250,tig",2448,2476,1839,2523,1744,3125
PA14_41260,48,76,39,74,38,34
PA14_41270,33,60,25,47,33,44
PA14_41280,6,10,5,5,5,8
PA14_41290,0,2,3,1,0,3
PA14_41300,20,10,6,13,10,21
PA14_41320,19,20,21,19,26,17
PA14_41330,29,19,30,5,33,33
PA14_41340,38,32,31,24,25,23
"PA14_41350,folD",32,43,27,37,35,28
"PA14_41360,cysS",397,431,307,450,376,549
"PA14_41380,glnS",548,533,418,706,430,676
"PA14_41390,ppiB",217,291,187,216,76,274
PA14_41400,40,46,38,39,20,39
PA14_41420,35,33,45,50,86,83
"PA14_41430,miaE",14,25,11,18,13,19
"PA14_41440,uspA",269,637,212,296,257,277
PA14_41450,69,74,28,55,89,59
"PA14_41470,acnB",1584,1928,1142,1780,1249,1763
"PA14_41480,nasS",2,4,1,7,5,3
"PA14_41490,nasT",5,4,0,4,2,5
PA14_41500,70,120,74,68,41,77
"PA14_41510,nasA",3,4,1,3,2,5
"PA14_41520,ppkB",4,3,2,4,7,1
"PA14_41530,nirB",8,17,8,4,2,14
"PA14_41540,nirD",2,0,0,0,0,1
"PA14_41560,nasA",2,12,6,7,3,3
"PA14_41563,cobA",5,3,3,2,0,5
"PA14_41570,oprF",13481,13985,11214,13684,11120,15981
"PA14_41575,sigX",3475,2329,2477,3923,1917,3291
"PA14_41590,cmpX",477,813,327,452,289,509
"PA14_41610,crfX",170,276,123,162,106,205
"PA14_41630,cmaX",236,289,195,293,208,322
"PA14_41640,menG",111,122,113,139,98,160
"PA14_41650,estX",13,22,13,23,24,28
"PA14_41670,ppsA",1579,1778,1225,1779,1479,2007
"PA14_41680,ydiA",103,221,93,118,80,104
PA14_41690,132,154,116,156,116,123
PA14_41710,433,542,296,494,321,465
PA14_41730,323,418,249,324,288,420
PA14_41740,42,46,40,44,43,71
PA14_41750,13,26,9,15,11,14
PA14_41760,18,18,20,25,9,14
PA14_41780,37,38,32,53,26,47
PA14_41790,29,39,24,31,11,42
PA14_41800,247,364,221,327,240,300
PA14_41810,325,354,254,488,345,442
"PA14_41820,pabB",49,86,58,81,45,69
"PA14_41830,thrH",9,19,17,14,14,16
"PA14_41840,cysH",100,147,63,77,72,117
PA14_41860,23,49,9,14,13,20
"PA14_41870,cysB",252,338,200,307,212,321
PA14_41880,74,151,86,110,53,93
"PA14_41900,panE",123,155,81,158,115,135
PA14_41910,37,46,32,52,36,50
"PA14_41920,aroF-1",230,280,215,321,194,345
PA14_41930,335,426,267,394,175,503
PA14_41950,38,76,33,45,27,51
PA14_41960,1,2,3,3,1,0
PA14_41970,122,99,99,102,148,146
PA14_41980,41,51,31,27,43,32
PA14_41990,3,5,3,1,1,3
PA14_42000,1,0,0,0,1,0
PA14_42010,127,208,86,111,103,94
"PA14_42020,arsC",28,44,23,38,15,35
PA14_42030,3,5,4,1,1,3
PA14_42050,4,6,1,5,2,5
PA14_42060,4,12,5,14,7,4
"PA14_42080,fadB",69,81,50,74,61,86
PA14_42090,39,56,27,39,29,40
PA14_42100,40,27,24,34,31,34
PA14_42120,14,15,8,14,11,18
PA14_42130,77,85,80,105,69,97
PA14_42140,51,43,51,68,35,53
PA14_42150,68,46,51,74,44,56
PA14_42160,130,135,93,165,148,152
PA14_42180,163,155,114,157,179,144
PA14_42200,108,77,82,132,146,133
PA14_42220,185,200,135,246,259,187
"PA14_42230,bglX",61,105,41,73,58,65
"PA14_42250,pscL",15,12,7,14,12,7
"PA14_42260,pscK",6,7,7,20,5,11
"PA14_42270,pscJ",23,23,22,57,31,13
"PA14_42280,pscI",17,4,4,14,16,13
"PA14_42290,pscH",13,7,13,16,16,15
"PA14_42300,pscG",5,7,4,14,2,3
"PA14_42310,pscF",40,21,40,48,26,25
"PA14_42320,pscE",12,5,8,24,0,18
"PA14_42340,pscD",19,9,21,41,18,26
"PA14_42350,pscC",62,32,60,119,53,67
"PA14_42360,pscB",6,3,2,10,9,12
"PA14_42380,exsD",110,102,97,228,108,132
"PA14_42390,exsA",181,151,169,390,155,236
"PA14_42400,exsB",98,95,96,203,60,135
PA14_42410,9,5,5,11,9,11
"PA14_42430,exsC",129,106,154,252,109,165
"PA14_42440,popD",176,124,312,491,177,277
"PA14_42450,popB",367,356,686,1181,425,591
"PA14_42460,pcrH",43,14,58,84,13,53
"PA14_42470,pcrV",137,82,186,358,69,142
"PA14_42480,pcrG",17,11,32,64,19,28
"PA14_42490,pcrR",5,2,2,3,2,5
"PA14_42500,pcrD",29,46,38,66,25,48
"PA14_42510,pcr4",0,0,1,5,1,3
"PA14_42520,pcr3",0,2,7,6,4,3
"PA14_42530,pcr2",3,0,5,2,2,2
"PA14_42540,pcr1",12,7,12,20,8,7
"PA14_42550,popN",13,8,14,35,20,23
"PA14_42570,pscN",30,24,41,83,21,29
"PA14_42580,pscO",5,21,11,23,2,8
"PA14_42600,pscP",11,6,15,11,8,8
"PA14_42610,pscQ",10,19,3,31,12,6
"PA14_42620,pscR",13,15,15,32,12,9
"PA14_42630,pscS",3,4,4,3,5,4
"PA14_42640,pscT",4,10,6,7,10,7
"PA14_42660,pscU",8,10,9,18,16,5
PA14_42670,243,234,151,275,189,333
PA14_42680,119,93,78,148,120,157
"PA14_42690,speE",57,94,62,64,51,114
"PA14_42700,alkA",13,19,11,17,20,12
PA14_42710,17,23,21,25,18,28
"PA14_42720,masA",96,82,67,83,59,94
PA14_42730,85,110,70,80,94,88
PA14_42740,47,87,58,92,93,79
PA14_42750,41,35,24,42,41,40
"PA14_42760,aroC",155,158,114,183,118,194
PA14_42770,17,28,20,22,27,17
PA14_42780,35,73,22,38,39,48
PA14_42790,74,77,37,69,65,95
PA14_42820,77,86,39,74,72,53
PA14_42830,17,35,13,26,15,8
PA14_42840,26,51,24,32,36,53
"PA14_42850,folE",131,160,106,129,85,140
PA14_42860,409,1041,286,350,472,532
PA14_42870,34,55,41,58,39,68
"PA14_42880,stk1",58,57,38,71,69,68
"PA14_42890,stp1",70,40,55,60,76,120
PA14_42900,856,781,642,980,1077,1531
PA14_42910,301,246,187,289,368,428
PA14_42920,346,361,281,427,346,565
PA14_42940,201,200,154,214,273,423
PA14_42950,274,251,223,252,395,394
PA14_42960,44,34,23,38,28,52
PA14_42970,312,232,217,297,316,419
PA14_42980,426,427,384,518,521,714
PA14_42990,401,316,264,406,283,643
PA14_43000,582,512,447,665,709,1059
PA14_43020,240,205,193,295,354,378
PA14_43030,2664,2340,2008,2755,2348,4229
PA14_43040,826,689,523,785,928,1386
PA14_43050,2556,1664,1813,2675,1786,3254
"PA14_43070,hcpD",114,128,126,135,97,136
PA14_43080,60,46,49,64,57,78
PA14_43090,37,37,11,35,31,32
PA14_43100,298,344,242,322,209,401
PA14_43110,101,67,48,138,67,92
PA14_43130,91,81,87,145,60,121
PA14_43140,9,10,2,9,7,5
PA14_43150,13,16,6,8,14,25
"PA14_43160,benE",34,58,17,40,16,23
PA14_43170,6,14,12,6,12,15
PA14_43180,9,12,4,13,9,9
PA14_43190,21,43,20,36,21,36
PA14_43200,25,46,10,19,26,20
PA14_43220,33,40,18,27,20,38
PA14_43230,6,10,5,4,10,9
PA14_43240,19,31,20,13,16,18
PA14_43250,28,78,24,39,17,28
"PA14_43270,ybbB",110,120,84,158,101,144
"PA14_43280,selD",136,115,97,156,88,165
PA14_43290,38,47,42,39,17,37
PA14_43300,46,65,63,90,46,71
PA14_43310,23,13,10,12,14,27
"PA14_43320,glsA",23,13,15,29,7,30
"PA14_43340,kdpE",27,12,7,16,15,11
"PA14_43350,kdpD",37,39,24,31,20,35
"PA14_43370,kdpC",2,3,6,11,5,2
"PA14_43380,kdpB",31,34,29,59,40,47
"PA14_43400,kdpA",66,36,27,76,28,58
"PA14_43405,kdbF",4,3,2,3,2,2
PA14_43420,36,72,22,41,22,62
PA14_43430,42,40,28,57,37,47
PA14_43440,3,7,4,5,4,3
"PA14_43460,paaH",14,11,8,12,14,10
PA14_43480,20,11,3,15,11,9
PA14_43490,3,2,4,17,13,7
PA14_43510,58,39,25,50,57,55
PA14_43520,63,69,60,61,71,54
PA14_43530,164,190,129,178,122,189
PA14_43540,21,40,9,30,27,22
PA14_43550,28,31,16,26,13,21
PA14_43570,0,0,1,1,1,1
PA14_43580,12,3,5,11,7,3
PA14_43600,11,22,18,25,20,21
PA14_43610,43,84,28,44,35,47
"PA14_43620,sixA",31,56,24,27,38,38
PA14_43630,36,31,32,24,45,34
"PA14_43640,gpsA",210,329,139,207,223,216
PA14_43650,48,46,31,54,42,63
PA14_43660,22,27,16,17,11,21
PA14_43670,119,197,128,160,100,185
"PA14_43680,fabA",201,287,207,223,185,274
"PA14_43690,fabB",553,683,412,609,422,637
PA14_43710,54,53,36,46,21,68
PA14_43720,24,25,15,22,14,21
PA14_43730,9,10,104,107,64,79
PA14_43740,41,70,37,45,49,62
PA14_43760,67,126,39,53,77,73
PA14_43770,10,10,4,8,8,5
PA14_43780,14,17,17,24,10,13
PA14_43790,14,23,10,22,15,17
PA14_43810,8,8,3,2,3,9
PA14_43820,11,14,5,18,10,21
"PA14_43830,panB",5,5,3,7,7,4
PA14_43840,93,102,94,98,102,144
"PA14_43850,htpG",1410,1402,1304,1555,1480,2393
PA14_43870,18,28,21,23,11,25
PA14_43880,17,15,11,23,16,27
PA14_43890,6,10,14,9,8,6
PA14_43900,100,184,98,104,189,126
PA14_43910,13,14,7,10,10,18
"PA14_43920,braB",88,97,80,107,71,89
"PA14_43940,sucD",1069,1084,800,1160,822,1324
"PA14_43950,sucC",1780,1612,1396,2162,1577,2274
"PA14_43970,lpdG",1785,1876,1362,1978,1466,2053
"PA14_44000,sucB",1093,934,901,1184,1013,1204
"PA14_44010,sucA",3211,3575,2323,3617,2288,3658
"PA14_44020,sdhB",1000,1006,712,1090,946,1318
"PA14_44030,sdhA",1996,2028,1635,2691,2036,2704
"PA14_44050,sdhD",286,317,228,321,249,348
"PA14_44060,sdhC",265,270,187,273,240,243
"PA14_44070,gltA",764,1292,653,930,513,741
PA14_44080,240,355,233,310,213,385
PA14_44090,8,8,4,4,4,4
PA14_44100,14,20,10,19,16,19
PA14_44110,4,1,4,7,1,9
PA14_44120,90,82,72,77,92,120
PA14_44130,15,23,12,12,12,11
"PA14_44140,yaiE",18,30,9,15,5,17
"PA14_44150,yijF",26,38,32,51,35,43
PA14_44160,106,107,70,95,126,104
PA14_44170,16,14,15,15,11,10
PA14_44180,9,7,5,10,14,12
PA14_44190,0,4,1,2,0,0
PA14_44200,1,0,0,0,0,1
PA14_44210,18,18,18,20,9,12
PA14_44230,1,1,2,1,0,0
PA14_44240,2,0,3,1,4,2
PA14_44260,9,6,6,7,6,8
PA14_44270,30,30,26,25,20,21
"PA14_44280,ygdE",64,66,61,61,64,64
"PA14_44290,acnA",1388,1481,1398,1837,1430,1683
"PA14_44300,aer",217,257,145,220,152,224
PA14_44311,36,41,19,24,36,39
PA14_44320,9,16,15,11,3,8
"PA14_44340,ccoN",1059,981,806,1360,902,1048
"PA14_44350,ccoO",966,705,707,1237,941,1105
"PA14_44360,ccoP",658,472,452,764,350,712
"PA14_44370,ccoN",680,882,619,909,587,886
"PA14_44380,ccoO",597,611,463,752,445,853
PA14_44390,145,143,115,152,123,170
"PA14_44400,ccoP",284,364,230,361,440,404
"PA14_44420,fixG",1259,831,886,1653,716,1554
PA14_44430,221,171,156,338,139,263
"PA14_44440,fixI",127,86,96,166,132,131
"PA14_44450,fixS",30,32,23,33,35,43
PA14_44460,11,9,6,14,9,10
"PA14_44470,hemN",649,1512,420,609,477,684
PA14_44480,163,211,128,188,184,128
"PA14_44490,anr",739,800,570,827,1056,761
"PA14_44500,apt",90,76,53,71,46,71
PA14_44510,15,14,9,10,23,12
"PA14_44520,ydgF",2,9,0,3,10,4
"PA14_44530,ygdE",7,13,8,10,3,5
